"id";"period";"okato";"subject";"river_basin";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
5446;2015-08-31;"33000000000";Кировская область;р. Кама;Взвешенные вещества;"";"7";11;19;ПДК
5447;2015-08-31;"33000000000";Кировская область;р. Кама;Фенол;"3";"1";36;36;ПДК
5448;2015-08-31;"03000000000";Краснодарский край;малые реки, озера, водохранилища;БПК5;"";"1";5;5;ПДК
5449;2015-08-31;"04000000000";Красноярский край;р. Енисей;Алюминий;"4";"1";19;19;ПДК
5450;2015-08-31;"04000000000";Красноярский край;р. Обь;Алюминий;"4";"1";19;19;ПДК
5451;2015-08-31;"37000000000";Курганская область;р. Тобол;Марганец;"4";"1";37;37;ПДК
5452;2015-08-31;"37000000000";Курганская область;р. Тобол;Взвешенные вещества;"";"5";14;47;ПДК
5453;2015-08-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";10;10;ПДК
5454;2015-08-31;"46000000000";Московская область;р. Волга;ХПК;"";"1";13;13;ПДК
5455;2015-08-31;"46000000000";Московская область;р. Волга;Растворенный кислород;"";"1";2.2;2.2;мг/л
5456;2015-08-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"3";10;23;ПДК
5457;2015-08-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"15";10;48;ПДК
5458;2015-08-31;"46000000000";Московская область;р. Волга;БПК5;"";"3";5;7;ПДК
5459;2015-08-31;"46000000000";Московская область;р. Волга;Фосфаты;"4э";"1";16;16;ПДК
5460;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"2";11;11;ПДК
5461;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Молибден;"2";"1";4;4;ПДК
5462;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";47;47;ПДК
5463;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Ртуть;"1";"2";3;4;ПДК
5464;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;БПК5;"";"1";14;14;ПДК
5465;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";12;39;ПДК
5466;2015-08-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";20;20;ПДК
5467;2015-08-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"10";10.8;44;ПДК
5468;2015-08-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";12;12;ПДК
5469;2015-08-31;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Магний;"4";"3";11;12;ПДК
5470;2015-08-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";12;12;ПДК
5471;2015-08-31;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"2";11;22;ПДК
5472;2015-08-31;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.7;2.7;мг/л
5473;2015-08-31;"05000000000";Приморский край;р. Амур;Фосфаты;"4э";"1";22;22;ПДК
5474;2015-08-31;"05000000000";Приморский край;р. Амур;Алюминий;"4";"7";11;28;ПДК
5475;2015-08-31;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";32;32;ПДК
5476;2015-08-31;"05000000000";Приморский край;р. Амур;БПК5;"";"1";20;20;ПДК
5477;2015-08-31;"05000000000";Приморский край;р. Амур;Фенол;"3";"1";47;47;ПДК
5478;2015-08-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Алюминий;"4";"5";35;48;ПДК
5479;2015-08-31;"58000000000";Псковская область;малые реки, озера, водохранилища;БПК5;"";"1";5;5;ПДК
5480;2015-08-31;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"1";17;17;ПДК
5481;2015-08-31;"61000000000";Рязанская область;р. Волга;Аммоний-ион;"4";"1";13;13;ПДК
5482;2015-08-31;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Растворенный кислород;"";"1";2.9;2.9;мг/л
5483;2015-08-31;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"3";10;17;ПДК
5484;2015-08-31;"65000000000";Свердловская область;р. Кама;Марганец;"4";"1";47;47;ПДК
5485;2015-08-31;"65000000000";Свердловская область;р. Тобол;Взвешенные вещества;"";"24";10;46;ПДК
5486;2015-08-31;"65000000000";Свердловская область;р. Тобол;Марганец;"4";"1";34;34;ПДК
5487;2015-08-31;"66000000000";Смоленская область;р. Днепр;Растворенный кислород;"";"1";2.3;2.3;мг/л
5488;2015-08-31;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";18;18;ПДК
5489;2015-08-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"4";10;16;ПДК
5490;2015-08-31;"70000000000";Тульская область;р. Дон;Растворенный кислород;"";"1";2.8;2.8;мг/л
5491;2015-08-31;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";10;10;ПДК
5492;2015-08-31;"71000000000";Тюменская область;р. Тобол;Нефть и нефтепродукты;"3";"1";48;48;ПДК
5493;2015-08-31;"94000000000";Удмуртская Республика;р. Кама;Взвешенные вещества;"";"2";15;19;ПДК
5494;2015-08-31;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"1";19;19;ПДК
5495;2015-08-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"3";5;15;ПДК
5496;2015-08-31;"08000000000";Хабаровский край;р. Амур;Цинк;"3";"7";10;47;ПДК
5497;2015-08-31;"08000000000";Хабаровский край;р. Амур;Нитрит-ионы;"4э";"1";12;12;ПДК
5498;2015-08-31;"08000000000";Хабаровский край;р. Амур;Алюминий;"4";"3";10;13;ПДК
5499;2015-08-31;"08000000000";Хабаровский край;р. Амур;Железо общее;"4";"1";30;30;ПДК
5500;2015-08-31;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"4";30;50;ПДК
5501;2015-08-31;"08000000000";Хабаровский край;р. Амур;Медь;"3";"4";30;36;ПДК
5502;2015-08-31;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"1";10;10;ПДК
5503;2015-08-31;"75000000000";Челябинская область;р. Тобол;Цинк;"3";"1";21;21;ПДК
5504;2015-08-31;"75000000000";Челябинская область;р. Тобол;Взвешенные вещества;"";"6";10;19;ПДК
5505;2015-08-31;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"1";10;10;ПДК
5506;2015-08-31;"71140000000";Ямало-Ненецкий автономный округ (Тюменская область);р. Обь;Цинк;"3";"2";29;47;ПДК
5507;2015-09-30;"10000000000";Амурская область;р. Амур;Железо общее;"4";"3";33;41;ПДК
5508;2015-09-30;"10000000000";Амурская область;р. Амур;Алюминий;"4";"3";11;15;ПДК
5509;2015-09-30;"11000000000";Архангельская область;р. Северная Двина;Свинец;"2";"1";4;4;ПДК
5510;2015-09-30;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"2";35;37;ПДК
5511;2015-09-30;"14000000000";Белгородская область;р. Дон;Аммоний-ион;"4";"2";10;10;ПДК
5512;2015-09-30;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";22;22;ПДК
5513;2015-09-30;"19000000000";Вологодская область;р. Северная Двина;Аммоний-ион;"4";"1";33;33;ПДК
5514;2015-09-30;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";21;21;ПДК
5515;2015-09-30;"25000000000";Иркутская область;р. Лена;Взвешенные вещества;"";"1";13;13;ПДК
5516;2015-09-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"7";10;16;ПДК
5517;2015-09-30;"33000000000";Кировская область;р. Кама;Взвешенные вещества;"";"6";10;13;ПДК
5518;2015-09-30;"33000000000";Кировская область;р. Северная Двина;Взвешенные вещества;"";"2";13;23;ПДК
5519;2015-09-30;"37000000000";Курганская область;р. Тобол;Взвешенные вещества;"";"9";10;46;ПДК
5520;2015-09-30;"38000000000";Курская область;р. Днепр;Нитрит-ионы;"4э";"1";11;11;ПДК
5521;2015-09-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"14";10;49;ПДК
5522;2015-09-30;"46000000000";Московская область;р. Волга;Растворенный кислород;"";"1";2.1;2.1;мг/л
5523;2015-09-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"7";12;36;ПДК
5524;2015-09-30;"46000000000";Московская область;р. Волга;БПК5;"";"2";7;7;ПДК
5525;2015-09-30;"46000000000";Московская область;р. Волга;ХПК;"";"1";19;19;ПДК
5526;2015-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"2";18;28;ПДК
5527;2015-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Молибден;"2";"1";3;3;ПДК
5528;2015-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";34;34;ПДК
5529;2015-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";44;44;ПДК
5530;2015-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"1";16;16;ПДК
5531;2015-09-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"15";10;46;ПДК
5532;2015-09-30;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";15;15;ПДК
5533;2015-09-30;"22000000000";Нижегородская область;р. Ока;Взвешенные вещества;"";"1";12;12;ПДК
5534;2015-09-30;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"1";36;36;ПДК
5535;2015-09-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";15;15;ПДК
5536;2015-09-30;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"2";20;22;ПДК
5537;2015-09-30;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";49;49;ПДК
5538;2015-09-30;"05000000000";Приморский край;р. Амур;Алюминий;"4";"3";11;18;ПДК
5539;2015-09-30;"05000000000";Приморский край;р. Амур;Железо общее;"4";"5";31;49;ПДК
5540;2015-09-30;"05000000000";Приморский край;р. Амур;Фосфаты;"4э";"1";16;16;ПДК
5541;2015-09-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Цинк;"3";"6";14;49;ПДК
5542;2015-09-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Железо общее;"4";"3";44;48;ПДК
5543;2015-09-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Алюминий;"4";"6";11;16;ПДК
5544;2015-09-30;"58000000000";Псковская область;малые реки, озера, водохранилища;БПК5;"";"1";6;6;ПДК
5545;2015-09-30;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"2";18;27;ПДК
5546;2015-09-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;БПК5;"";"4";9;19;ПДК
5547;2015-09-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;ХПК;"";"3";18;19;ПДК
5548;2015-09-30;"61000000000";Рязанская область;р. Волга;Аммоний-ион;"4";"1";11;11;ПДК
5549;2015-09-30;"64000000000";Сахалинская область;малые реки, озера, водохранилища;БПК5;"";"1";5;5;ПДК
5550;2015-09-30;"65000000000";Свердловская область;р. Кама;Марганец;"4";"1";46;46;ПДК
5551;2015-09-30;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"6";12;22;ПДК
5552;2015-09-30;"65000000000";Свердловская область;р. Тобол;Медь;"3";"1";43;43;ПДК
5553;2015-09-30;"65000000000";Свердловская область;р. Тобол;Цинк;"3";"2";12;23;ПДК
5554;2015-09-30;"65000000000";Свердловская область;р. Тобол;Взвешенные вещества;"";"27";10;49;ПДК
5555;2015-09-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";22;22;ПДК
5556;2015-09-30;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";12;12;ПДК
5557;2015-09-30;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";15;15;ПДК
5558;2015-09-30;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"1";15;15;ПДК
5559;2015-09-30;"94000000000";Удмуртская Республика;р. Кама;Взвешенные вещества;"";"6";12;35;ПДК
5560;2015-09-30;"08000000000";Хабаровский край;р. Амур;Железо общее;"4";"2";30;42;ПДК
5561;2015-09-30;"08000000000";Хабаровский край;р. Амур;Дихлорфенол;"1";"1";2;2;ПДК
5562;2015-09-30;"08000000000";Хабаровский край;р. Амур;Алюминий;"4";"1";13;13;ПДК
5563;2015-09-30;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"4";30;43;ПДК
5564;2015-09-30;"08000000000";Хабаровский край;р. Амур;Цинк;"3";"3";31;40;ПДК
5565;2015-09-30;"08000000000";Хабаровский край;р. Амур;Медь;"3";"3";36;42;ПДК
5566;2015-09-30;"08000000000";Хабаровский край;р. Лена;Алюминий;"4";"1";12;12;ПДК
5567;2015-09-30;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"2";11;11;ПДК
5568;2015-09-30;"75000000000";Челябинская область;р. Тобол;Цинк;"3";"1";18;18;ПДК
5569;2015-09-30;"75000000000";Челябинская область;р. Тобол;Марганец;"4";"1";32;32;ПДК
5570;2015-09-30;"75000000000";Челябинская область;р. Тобол;Взвешенные вещества;"";"8";10;39;ПДК
5571;2015-09-30;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"4";10;13;ПДК
5572;2015-09-30;"71140000000";Ямало-Ненецкий автономный округ (Тюменская область);р. Обь;Железо общее;"4";"3";37;48;ПДК
5573;2015-09-30;"71140000000";Ямало-Ненецкий автономный округ (Тюменская область);р. Обь;Цинк;"3";"2";18;20;ПДК
5574;2015-10-31;"10000000000";Амурская область;р. Амур;Аммоний-ион;"4";"1";13;13;ПДК
5575;2015-10-31;"11000000000";Архангельская область;р. Северная Двина;Цинк;"3";"1";17;17;ПДК
5576;2015-10-31;"12000000000";Астраханская область;р. Волга;Ртуть;"1";"6";3;4;ПДК
5577;2015-10-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"3";13;18;ПДК
5578;2015-10-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";14;14;ПДК
5579;2015-10-31;"40000000000";г. Санкт-Петербург;малые реки, озера, водохранилища;Марганец;"4";"3";32;43;ПДК
5580;2015-10-31;"25000000000";Иркутская область;р. Ангара;Взвешенные вещества;"";"1";10;10;ПДК
5581;2015-10-31;"25000000000";Иркутская область;р. Лена;Взвешенные вещества;"";"2";14;19;ПДК
5582;2015-10-31;"33000000000";Кировская область;р. Кама;Взвешенные вещества;"";"4";12;20;ПДК
5583;2015-10-31;"33000000000";Кировская область;р. Кама;Железо общее;"4";"1";44;44;ПДК
5584;2015-10-31;"04000000000";Красноярский край;р. Енисей;Алюминий;"4";"2";12;17;ПДК
5585;2015-10-31;"04000000000";Красноярский край;р. Енисей;Цинк;"3";"1";17;17;ПДК
5586;2015-10-31;"37000000000";Курганская область;р. Тобол;Цинк;"3";"1";11;11;ПДК
5587;2015-10-31;"37000000000";Курганская область;р. Тобол;Взвешенные вещества;"";"7";17;49;ПДК
5588;2015-10-31;"44000000000";Магаданская область;р. Колыма;Марганец;"4";"2";46;48;ПДК
5589;2015-10-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"10";11;44;ПДК
5590;2015-10-31;"46000000000";Московская область;р. Волга;Растворенный кислород;"";"1";2.1;2.1;мг/л
5591;2015-10-31;"46000000000";Московская область;р. Волга;БПК5;"";"4";5;20;ПДК
5592;2015-10-31;"46000000000";Московская область;р. Волга;ХПК;"";"2";11;22;ПДК
5593;2015-10-31;"46000000000";Московская область;р. Волга;Железо общее;"4";"1";48;48;ПДК
5594;2015-10-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"11";11;25;ПДК
5595;2015-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";12;48;ПДК
5596;2015-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"1";14;14;ПДК
5597;2015-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";34;34;ПДК
5598;2015-10-31;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";11;11;ПДК
5599;2015-10-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"11";11;40;ПДК
5600;2015-10-31;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"3";32;49;ПДК
5601;2015-10-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";11;11;ПДК
5602;2015-10-31;"53000000000";Оренбургская область;р. Урал;Медь;"3";"1";33;33;ПДК
5603;2015-10-31;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"5";10;24;ПДК
5604;2015-10-31;"05000000000";Приморский край;р. Амур;Алюминий;"4";"1";15;15;ПДК
5605;2015-10-31;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";35;35;ПДК
5606;2015-10-31;"05000000000";Приморский край;р. Амур;Марганец;"4";"1";46;46;ПДК
5607;2015-10-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";26;26;ПДК
5608;2015-10-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Цинк;"3";"6";11;49;ПДК
5609;2015-10-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Марганец;"4";"1";46;46;ПДК
5610;2015-10-31;"86000000000";Республика Карелия;малые реки, озера, водохранилища;Железо общее;"4";"2";33;37;ПДК
5611;2015-10-31;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"3";12;18;ПДК
5612;2015-10-31;"61000000000";Рязанская область;р. Волга;Нитрит-ионы;"4э";"3";14;16;ПДК
5613;2015-10-31;"36000000000";Самарская область;р. Волга;ХПК;"";"1";14;14;ПДК
5614;2015-10-31;"36000000000";Самарская область;р. Волга;Марганец;"4";"1";32;32;ПДК
5615;2015-10-31;"63000000000";Саратовская область;р. Волга;Марганец;"4";"1";32;32;ПДК
5616;2015-10-31;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"2";12;17;ПДК
5617;2015-10-31;"65000000000";Свердловская область;р. Тобол;Марганец;"4";"1";43;43;ПДК
5618;2015-10-31;"65000000000";Свердловская область;р. Тобол;Взвешенные вещества;"";"26";10;33;ПДК
5619;2015-10-31;"65000000000";Свердловская область;р. Тобол;Растворенный кислород;"";"1";2.9;2.9;мг/л
5620;2015-10-31;"65000000000";Свердловская область;р. Тобол;Цинк;"3";"2";20;22;ПДК
5621;2015-10-31;"66000000000";Смоленская область;р. Днепр;Аммоний-ион;"4";"2";13;14;ПДК
5622;2015-10-31;"66000000000";Смоленская область;р. Днепр;Растворенный кислород;"";"1";3.0;3.0;мг/л
5623;2015-10-31;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";15;15;ПДК
5624;2015-10-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";11;11;ПДК
5625;2015-10-31;"71000000000";Тюменская область;р. Иртыш;Железо общее;"4";"1";49;49;ПДК
5626;2015-10-31;"71000000000";Тюменская область;р. Иртыш;Марганец;"4";"1";41;41;ПДК
5627;2015-10-31;"71000000000";Тюменская область;р. Тобол;Марганец;"4";"1";31;31;ПДК
5628;2015-10-31;"08000000000";Хабаровский край;р. Амур;БПК5;"";"2";8;16;ПДК
5629;2015-10-31;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"5";32;46;ПДК
5630;2015-10-31;"08000000000";Хабаровский край;р. Амур;Свинец;"2";"2";3;4;ПДК
5631;2015-10-31;"08000000000";Хабаровский край;р. Амур;Растворенный кислород;"";"1";2.1;2.1;мг/л
5632;2015-10-31;"08000000000";Хабаровский край;р. Амур;Алюминий;"4";"2";12;13;ПДК
5633;2015-10-31;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"2";16;21;ПДК
5634;2015-10-31;"08000000000";Хабаровский край;р. Амур;Железо общее;"4";"1";40;40;ПДК
5635;2015-10-31;"08000000000";Хабаровский край;р. Амур;Медь;"3";"3";30;47;ПДК
5636;2015-10-31;"08000000000";Хабаровский край;р. Амур;Цинк;"3";"5";11;47;ПДК
5637;2015-10-31;"08000000000";Хабаровский край;р. Амур;Нитрит-ионы;"4э";"2";16;21;ПДК
5638;2015-10-31;"71100000000";Ханты-Мансийский автономный округ - Югра (Тюменская область);р. Обь;Железо общее;"4";"1";33;33;ПДК
5639;2015-10-31;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"5";10;14;ПДК
5640;2015-10-31;"75000000000";Челябинская область;р. Тобол;Цинк;"3";"1";15;15;ПДК
5641;2015-10-31;"75000000000";Челябинская область;р. Тобол;Взвешенные вещества;"";"8";10;25;ПДК
5642;2015-10-31;"75000000000";Челябинская область;р. Тобол;Марганец;"4";"1";34;34;ПДК
5643;2015-10-31;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"4";10;11;ПДК
5644;2015-10-31;"75000000000";Челябинская область;малые реки, озера, водохранилища;Взвешенные вещества;"";"2";10;11;ПДК
5645;2015-11-30;"19000000000";Вологодская область;р. Волга;Аммоний-ион;"4";"1";34;34;ПДК
5646;2015-11-30;"19000000000";Вологодская область;р. Волга;Фосфаты;"4э";"1";19;19;ПДК
5647;2015-11-30;"40000000000";г. Санкт-Петербург;малые реки, озера, водохранилища;Марганец;"4";"3";40;44;ПДК
5648;2015-11-30;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";13;13;ПДК
5649;2015-11-30;"30000000000";Камчатский край;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"2";47;48;ПДК
5650;2015-11-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"2";10;10;ПДК
5651;2015-11-30;"33000000000";Кировская область;р. Кама;Взвешенные вещества;"";"3";10;11;ПДК
5652;2015-11-30;"04000000000";Красноярский край;р. Енисей;Цинк;"3";"1";22;22;ПДК
5653;2015-11-30;"37000000000";Курганская область;р. Тобол;Взвешенные вещества;"";"4";11;23;ПДК
5654;2015-11-30;"44000000000";Магаданская область;р. Колыма;Марганец;"4";"1";49;49;ПДК
5655;2015-11-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"10";10;24;ПДК
5656;2015-11-30;"46000000000";Московская область;р. Волга;Марганец;"4";"2";40;40;ПДК
5657;2015-11-30;"46000000000";Московская область;р. Волга;Железо общее;"4";"1";45;45;ПДК
5658;2015-11-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"12";15;49;ПДК
5659;2015-11-30;"46000000000";Московская область;р. Волга;БПК5;"";"7";6;14;ПДК
5660;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Цинк;"3";"2";11;15;ПДК
5661;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Ртуть;"1";"1";4;4;ПДК
5662;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";42;42;ПДК
5663;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"6";12;48;ПДК
5664;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;ХПК;"";"1";10;10;ПДК
5665;2015-11-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";43;43;ПДК
5666;2015-11-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"5";15;41;ПДК
5667;2015-11-30;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"2";35;48;ПДК
5668;2015-11-30;"50000000000";Новосибирская область;р. Обь;Цинк;"3";"1";49;49;ПДК
5669;2015-11-30;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Хлориды;"4э";"4";10;13;ПДК
5670;2015-11-30;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Магний;"4";"4";12;14;ПДК
5671;2015-11-30;"50000000000";Новосибирская область;малые реки, озера, водохранилища;Сульфаты;"4";"3";18;21;ПДК
5672;2015-11-30;"52000000000";Омская область;р. Иртыш;Марганец;"4";"1";35;35;ПДК
5673;2015-11-30;"53000000000";Оренбургская область;р. Урал;Медь;"3";"1";32;32;ПДК
5674;2015-11-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";11;11;ПДК
5675;2015-11-30;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"6";11;32;ПДК
5676;2015-11-30;"05000000000";Приморский край;р. Амур;БПК5;"";"1";19;19;ПДК
5677;2015-11-30;"05000000000";Приморский край;р. Амур;Фенол;"3";"1";37;37;ПДК
5678;2015-11-30;"05000000000";Приморский край;р. Амур;Алюминий;"4";"4";13;38;ПДК
5679;2015-11-30;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";40;40;ПДК
5680;2015-11-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Алюминий;"4";"3";14;15;ПДК
5681;2015-11-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Цинк;"3";"3";14;49;ПДК
5682;2015-11-30;"05000000000";Приморский край;малые реки, озера, водохранилища;Марганец;"4";"1";48;48;ПДК
5683;2015-11-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;Фосфаты;"4э";"1";11;11;ПДК
5684;2015-11-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;ХПК;"";"4";12;16;ПДК
5685;2015-11-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;БПК5;"";"4";12;16;ПДК
5686;2015-11-30;"61000000000";Рязанская область;р. Волга;Нитрит-ионы;"4э";"1";45;45;ПДК
5687;2015-11-30;"36000000000";Самарская область;р. Волга;БПК5;"";"5";11;15;ПДК
5688;2015-11-30;"65000000000";Свердловская область;р. Кама;Марганец;"4";"1";36;36;ПДК
5689;2015-11-30;"65000000000";Свердловская область;р. Кама;Взвешенные вещества;"";"2";11;27;ПДК
5690;2015-11-30;"65000000000";Свердловская область;р. Тобол;Фенол;"3";"1";35;35;ПДК
5691;2015-11-30;"65000000000";Свердловская область;р. Тобол;Марганец;"4";"8";32;49;ПДК
5692;2015-11-30;"65000000000";Свердловская область;р. Тобол;Взвешенные вещества;"";"14";10;27;ПДК
5693;2015-11-30;"65000000000";Свердловская область;р. Тобол;Никель;"3";"1";23;23;ПДК
5694;2015-11-30;"65000000000";Свердловская область;р. Тобол;Цинк;"3";"2";20;26;ПДК
5695;2015-11-30;"65000000000";Свердловская область;р. Тобол;БПК5;"";"1";7;7;ПДК
5696;2015-11-30;"66000000000";Смоленская область;р. Днепр;Аммоний-ион;"4";"1";14;14;ПДК
5697;2015-11-30;"66000000000";Смоленская область;р. Днепр;БПК5;"";"1";8;8;ПДК
5698;2015-11-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";24;24;ПДК
5699;2015-11-30;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";12;12;ПДК
5700;2015-11-30;"71000000000";Тюменская область;р. Тобол;Нефть и нефтепродукты;"3";"1";47;47;ПДК
5701;2015-11-30;"94000000000";Удмуртская Республика;р. Кама;Взвешенные вещества;"";"2";21;45;ПДК
5702;2015-11-30;"08000000000";Хабаровский край;р. Амур;Марганец;"4";"2";36;38;ПДК
5703;2015-11-30;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"1";24;24;ПДК
5704;2015-11-30;"08000000000";Хабаровский край;р. Амур;Цинк;"3";"3";21;49;ПДК
5705;2015-11-30;"08000000000";Хабаровский край;р. Амур;Свинец;"2";"3";3;5;ПДК
5706;2015-11-30;"08000000000";Хабаровский край;р. Амур;Алюминий;"4";"4";10;20;ПДК
