"id";"period";"okato";"subject";"river_basin";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
1;2008-01-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"4";10;15;ПДК
2;2008-01-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";38;38;ПДК
3;2008-01-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";13;13;ПДК
4;2008-01-31;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";20;20;ПДК
5;2008-01-31;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";35;35;ПДК
6;2008-01-31;"19000000000";Вологодская область;р. Северная Двина;Нитрит-ионы;"4э";"2";11;13;ПДК
7;2008-01-31;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"2";11;18;ПДК
8;2008-01-31;"76000000000";Забайкальский край;р. Амур;Аммоний-ион;"4";"1";12;12;ПДК
9;2008-01-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"3";10;45;ПДК
10;2008-01-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"2";10;18;ПДК
11;2008-01-31;"37000000000";Курганская область;р. Обь;Марганец;"4";"4";32;48;ПДК
12;2008-01-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Марганец;"4";"2";32;35;ПДК
13;2008-01-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"2";13;30;ПДК
14;2008-01-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"11";11;32;ПДК
15;2008-01-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Сульфаты;"4";"1";13;13;ПДК
16;2008-01-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";40;40;ПДК
17;2008-01-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Ксантогенат бутиловый;"4";"1";37;37;ПДК
18;2008-01-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"3";10;26;ПДК
19;2008-01-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";24;24;ПДК
20;2008-01-31;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";11;11;ПДК
21;2008-01-31;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"1";18;18;ПДК
22;2008-01-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
23;2008-01-31;"50000000000";Новосибирская область;р. Обь;Аммоний-ион;"4";"1";14;14;ПДК
24;2008-01-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";30;30;ПДК
25;2008-01-31;"57000000000";Пермский край;р. Волга;Марганец;"4";"2";31;37;ПДК
26;2008-01-31;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"2";13;16;ПДК
27;2008-01-31;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"4";11;14;ПДК
28;2008-01-31;"05000000000";Приморский край;р. Амур;БПК5;"";"1";19;19;ПДК
29;2008-01-31;"05000000000";Приморский край;р. Амур;Сульфиды и сероводород;"4";"2";0.0002;0.0002;мг/л
30;2008-01-31;"05000000000";Приморский край;р. Амур;Железо общее;"4";"1";45;45;ПДК
31;2008-01-31;"05000000000";Приморский край;р. Амур;Нитрит-ионы;"4э";"2";12;24;ПДК
32;2008-01-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Марганец;"4";"1";48;48;ПДК
33;2008-01-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";13;13;ПДК
34;2008-01-31;"80000000000";Республика Башкортостан;р. Обь;Марганец;"4";"1";30;30;ПДК
35;2008-01-31;"61000000000";Рязанская область;р. Волга;Цинк;"3";"2";10;13;ПДК
36;2008-01-31;"61000000000";Рязанская область;р. Волга;Аммоний-ион;"4";"2";12;13;ПДК
37;2008-01-31;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";25;25;ПДК
38;2008-01-31;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"4";11;21;ПДК
39;2008-01-31;"65000000000";Свердловская область;р. Кама;Цинк;"3";"1";11;11;ПДК
40;2008-01-31;"65000000000";Свердловская область;р. Кама;Никель;"3";"1";24;24;ПДК
41;2008-01-31;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"3";13;18;ПДК
42;2008-01-31;"65000000000";Свердловская область;р. Обь;Медь;"3";"1";32;32;ПДК
43;2008-01-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"8";33;43;ПДК
44;2008-01-31;"65000000000";Свердловская область;р. Обь;Фосфаты;"4э";"6";14;29;ПДК
45;2008-01-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"3";32;44;ПДК
46;2008-01-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"12";12;25;ПДК
47;2008-01-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";12;22;ПДК
48;2008-01-31;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";21;21;ПДК
49;2008-01-31;"71000000000";Тюменская область;р. Обь;Железо общее;"4";"1";31;31;ПДК
50;2008-01-31;"71000000000";Тюменская область;р. Обь;Растворенный кислород;"";"3";2.27;2.92;мг/л
51;2008-01-31;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";42;42;ПДК
52;2008-01-31;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"1";23;23;ПДК
53;2008-01-31;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";13;13;ПДК
54;2008-02-29;"12000000000";Астраханская область;р. Волга;Ртуть;"1";"5";3;4;ПДК
55;2008-02-29;"14000000000";Белгородская область;р. Днепр;Нитрит-ионы;"4э";"1";11.3;11.3;ПДК
56;2008-02-29;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"1";15;15;ПДК
57;2008-02-29;"18000000000";Волгоградская область;р. Волга;Ртуть;"1";"1";3;3;ПДК
58;2008-02-29;"19000000000";Вологодская область;р. Волга;Аммоний-ион;"4";"1";11;11;ПДК
59;2008-02-29;"19000000000";Вологодская область;р. Волга;Цинк;"3";"1";14;14;ПДК
60;2008-02-29;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";13;13;ПДК
61;2008-02-29;"19000000000";Вологодская область;р. Северная Двина;Фенол;"3";"1";32;32;ПДК
62;2008-02-29;"19000000000";Вологодская область;р. Северная Двина;Растворенный кислород;"";"3";2.57;2.91;мг/л
63;2008-02-29;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";12;12;ПДК
64;2008-02-29;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";25;25;ПДК
65;2008-02-29;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";12;12;ПДК
66;2008-02-29;"32000000000";Кемеровская область - Кузбасс;р. Обь;Цинк;"3";"2";25;37;ПДК
67;2008-02-29;"04000000000";Красноярский край;р. Енисей;Нитрит-ионы;"4э";"1";12;12;ПДК
68;2008-02-29;"04000000000";Красноярский край;р. Обь;Железо общее;"4";"1";30;30;ПДК
69;2008-02-29;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"5";11;15;ПДК
70;2008-02-29;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"4";11;16;ПДК
71;2008-02-29;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";12;12;ПДК
72;2008-02-29;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"1";22;22;ПДК
73;2008-02-29;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";12;12;ПДК
74;2008-02-29;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"2";10;18;ПДК
75;2008-02-29;"52000000000";Омская область;р. Обь;Марганец;"4";"1";48;48;ПДК
76;2008-02-29;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";17;17;ПДК
77;2008-02-29;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"3";26;50;ПДК
78;2008-02-29;"57000000000";Пермский край;р. Волга;Железо общее;"4";"1";41;41;ПДК
79;2008-02-29;"57000000000";Пермский край;р. Волга;Марганец;"4";"1";42;42;ПДК
80;2008-02-29;"57000000000";Пермский край;р. Кама;Никель;"3";"1";18;18;ПДК
81;2008-02-29;"05000000000";Приморский край;р. Амур;Железо общее;"4";"2";36;43;ПДК
82;2008-02-29;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";14;14;ПДК
83;2008-02-29;"05000000000";Приморский край;р. Амур;Марганец;"4";"3";46;49;ПДК
84;2008-02-29;"05000000000";Приморский край;р. Амур;БПК5;"";"3";6;19;ПДК
85;2008-02-29;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.9;2.9;мг/л
86;2008-02-29;"05000000000";Приморский край;р. Амур;Сульфиды и сероводород;"4";"2";0.0002;0.0004;мг/л
87;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;Фосфаты;"4э";"1";30;30;ПДК
88;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;Марганец;"4";"1";41;41;ПДК
89;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";18;18;ПДК
90;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;Железо общее;"4";"1";30;30;ПДК
91;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;Цинк;"3";"1";24;24;ПДК
92;2008-02-29;"05000000000";Приморский край;малые реки, озера, водохранилища;БПК5;"";"1";18;18;ПДК
93;2008-02-29;"61000000000";Рязанская область;р. Волга;Железо общее;"4";"2";36;36;ПДК
94;2008-02-29;"61000000000";Рязанская область;малые реки, озера, водохранилища;Железо общее;"4";"1";49;49;ПДК
95;2008-02-29;"36000000000";Самарская область;р. Волга;Растворенный кислород;"";"1";2.71;2.71;мг/л
96;2008-02-29;"36000000000";Самарская область;р. Волга;ХПК;"";"1";19;19;ПДК
97;2008-02-29;"36000000000";Самарская область;р. Волга;БПК5;"";"1";34;34;ПДК
98;2008-02-29;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";15;15;ПДК
99;2008-02-29;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";28;28;ПДК
100;2008-02-29;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"2";14;43;ПДК
101;2008-02-29;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"9";10;41;ПДК
102;2008-02-29;"65000000000";Свердловская область;р. Обь;Растворенный кислород;"";"3";2.56;2.97;мг/л
103;2008-02-29;"65000000000";Свердловская область;р. Обь;Никель;"3";"1";12;12;ПДК
104;2008-02-29;"65000000000";Свердловская область;р. Обь;Медь;"3";"1";30;30;ПДК
105;2008-02-29;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"2";15;22;ПДК
106;2008-02-29;"65000000000";Свердловская область;р. Обь;Марганец;"4";"4";31;50;ПДК
107;2008-02-29;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"4";13;27;ПДК
108;2008-02-29;"66000000000";Смоленская область;р. Днепр;БПК5;"";"1";6;6;ПДК
109;2008-02-29;"66000000000";Смоленская область;р. Днепр;Аммоний-ион;"4";"1";11.5;11.5;ПДК
110;2008-02-29;"66000000000";Смоленская область;р. Днепр;Растворенный кислород;"";"1";2.7;2.7;мг/л
111;2008-02-29;"07000000000";Ставропольский край;р. Терек;Марганец;"4";"1";30;30;ПДК
112;2008-02-29;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";12;13;ПДК
113;2008-02-29;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";11;11;ПДК
114;2008-02-29;"70000000000";Тульская область;р. Дон;Нитрит-ионы;"4э";"1";12;12;ПДК
115;2008-02-29;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";11;11;ПДК
116;2008-02-29;"71000000000";Тюменская область;р. Обь;Марганец;"4";"5";34;42;ПДК
117;2008-02-29;"71000000000";Тюменская область;р. Обь;Железо общее;"4";"1";49;49;ПДК
118;2008-02-29;"71000000000";Тюменская область;р. Обь;Растворенный кислород;"";"4";2.2;2.92;мг/л
119;2008-02-29;"75000000000";Челябинская область;р. Обь;Нефть и нефтепродукты;"3";"1";43;43;ПДК
120;2008-02-29;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
121;2008-02-29;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";49;49;ПДК
122;2008-03-31;"01000000000";Алтайский край;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
123;2008-03-31;"01000000000";Алтайский край;малые реки, озера, водохранилища;Аммоний-ион;"4";"2";11;11;ПДК
124;2008-03-31;"10000000000";Амурская область;р. Амур;Марганец;"4";"2";48;48;ПДК
125;2008-03-31;"11000000000";Архангельская область;р. Печора;Растворенный кислород;"";"1";2.3;2.3;мг/л
126;2008-03-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"8";23;23;ПДК
127;2008-03-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";49;49;ПДК
128;2008-03-31;"19000000000";Вологодская область;р. Волга;Цинк;"3";"1";19;19;ПДК
129;2008-03-31;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";26;26;ПДК
130;2008-03-31;"19000000000";Вологодская область;р. Северная Двина;ХПК;"";"1";20;20;ПДК
131;2008-03-31;"76000000000";Забайкальский край;р. Амур;Аммоний-ион;"4";"2";11;11;ПДК
132;2008-03-31;"76000000000";Забайкальский край;р. Амур;БПК5;"";"1";5;5;ПДК
133;2008-03-31;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"2";15;15;ПДК
134;2008-03-31;"30000000000";Камчатский край;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";33;33;ПДК
135;2008-03-31;"33000000000";Кировская область;р. Волга;Нитрит-ионы;"4э";"4";20;20;ПДК
136;2008-03-31;"37000000000";Курганская область;р. Обь;Марганец;"4";"1";33;33;ПДК
137;2008-03-31;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"2";19;19;ПДК
138;2008-03-31;"41000000000";Ленинградская область;малые реки, озера, водохранилища;ХПК;"";"1";13;13;ПДК
139;2008-03-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"3";12;12;ПДК
140;2008-03-31;"46000000000";Московская область;р. Волга;БПК5;"";"2";7;7;ПДК
141;2008-03-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"11";22;22;ПДК
142;2008-03-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Водородный показатель (pH);"";"1";9.7;9.7;pH
143;2008-03-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";32;32;ПДК
144;2008-03-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";15;15;ПДК
145;2008-03-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"2";15;15;ПДК
146;2008-03-31;"22000000000";Нижегородская область;р. Волга;Нитрит-ионы;"4э";"1";16;16;ПДК
147;2008-03-31;"50000000000";Новосибирская область;р. Обь;БПК5;"";"1";6;6;ПДК
148;2008-03-31;"50000000000";Новосибирская область;р. Обь;Нефть и нефтепродукты;"3";"1";38;38;ПДК
149;2008-03-31;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";22;22;ПДК
150;2008-03-31;"52000000000";Омская область;р. Обь;Марганец;"4";"1";45;45;ПДК
151;2008-03-31;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";14;14;ПДК
152;2008-03-31;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"6";40;40;ПДК
153;2008-03-31;"57000000000";Пермский край;р. Волга;Марганец;"4";"2";44;44;ПДК
154;2008-03-31;"57000000000";Пермский край;р. Кама;Никель;"3";"1";33;33;ПДК
155;2008-03-31;"57000000000";Пермский край;р. Кама;Цинк;"3";"1";12;12;ПДК
156;2008-03-31;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.15;2.15;мг/л
157;2008-03-31;"05000000000";Приморский край;р. Амур;БПК5;"";"1";15;15;ПДК
158;2008-03-31;"05000000000";Приморский край;р. Амур;Аммоний-ион;"4";"1";18;18;ПДК
159;2008-03-31;"05000000000";Приморский край;малые реки, озера, водохранилища;БПК5;"";"1";13;13;ПДК
160;2008-03-31;"05000000000";Приморский край;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";16;16;ПДК
161;2008-03-31;"80000000000";Республика Башкортостан;р. Волга;Марганец;"4";"2";40;40;ПДК
162;2008-03-31;"86000000000";Республика Карелия;малые реки, озера, водохранилища;Водородный показатель (pH);"";"1";4.05;4.05;pH
163;2008-03-31;"87000000000";Республика Коми;р. Печора;Железо общее;"4";"1";32;32;ПДК
164;2008-03-31;"90000000000";Республика Северная Осетия-Алания;р. Терек;Нитрит-ионы;"4э";"1";5;5;ПДК
165;2008-03-31;"61000000000";Рязанская область;р. Волга;Железо общее;"4";"2";31;31;ПДК
166;2008-03-31;"36000000000";Самарская область;р. Волга;БПК5;"";"1";23;23;ПДК
167;2008-03-31;"36000000000";Самарская область;р. Волга;ХПК;"";"1";14;14;ПДК
168;2008-03-31;"64000000000";Сахалинская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";29;29;ПДК
169;2008-03-31;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"3";18;18;ПДК
170;2008-03-31;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"2";14;14;ПДК
171;2008-03-31;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"18";38;38;ПДК
172;2008-03-31;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"1";19;19;ПДК
173;2008-03-31;"65000000000";Свердловская область;р. Обь;Марганец;"4";"5";48;48;ПДК
174;2008-03-31;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";47;47;ПДК
175;2008-03-31;"70000000000";Тульская область;р. Волга;Аммоний-ион;"4";"1";12;12;ПДК
176;2008-03-31;"70000000000";Тульская область;р. Дон;Нитрит-ионы;"4э";"1";13;13;ПДК
177;2008-03-31;"71000000000";Тюменская область;р. Обь;Марганец;"4";"2";45;45;ПДК
178;2008-03-31;"71000000000";Тюменская область;р. Обь;Аммоний-ион;"4";"1";18;18;ПДК
179;2008-03-31;"71000000000";Тюменская область;р. Обь;Нитрит-ионы;"4э";"2";18;18;ПДК
180;2008-03-31;"71000000000";Тюменская область;р. Обь;Растворенный кислород;"";"3";2.58;2.58;мг/л
181;2008-03-31;"71000000000";Тюменская область;р. Обь;Железо общее;"4";"2";36;36;ПДК
182;2008-03-31;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"2";12;12;ПДК
183;2008-03-31;"08000000000";Хабаровский край;р. Амур;Железо общее;"4";"1";34;34;ПДК
184;2008-03-31;"75000000000";Челябинская область;р. Кама;Нефть и нефтепродукты;"3";"1";30;30;ПДК
185;2008-03-31;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"1";26;26;ПДК
186;2008-03-31;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"2";17;17;ПДК
187;2008-03-31;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";45;45;ПДК
188;2008-04-30;"10000000000";Амурская область;р. Амур;Фосфаты;"4э";"1";22;22;ПДК
189;2008-04-30;"10000000000";Амурская область;р. Амур;Аммоний-ион;"4";"1";31;31;ПДК
190;2008-04-30;"11000000000";Архангельская область;малые реки, озера, водохранилища;Марганец;"4";"1";48;48;ПДК
191;2008-04-30;"12000000000";Астраханская область;р. Волга;Ртуть;"1";"2";3;3;ПДК
192;2008-04-30;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"1";14;14;ПДК
193;2008-04-30;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";12;12;ПДК
194;2008-04-30;"30000000000";Камчатский край;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";36;36;ПДК
195;2008-04-30;"32000000000";Кемеровская область - Кузбасс;р. Обь;Цинк;"3";"1";30;30;ПДК
196;2008-04-30;"32000000000";Кемеровская область - Кузбасс;р. Обь;Марганец;"4";"1";35;35;ПДК
197;2008-04-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"10";49;49;ПДК
198;2008-04-30;"33000000000";Кировская область;р. Волга;Нитрит-ионы;"4э";"1";11;11;ПДК
199;2008-04-30;"33000000000";Кировская область;р. Северная Двина;Взвешенные вещества;"";"2";33;33;ПДК
200;2008-04-30;"33000000000";Кировская область;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";19;19;ПДК
201;2008-04-30;"04000000000";Красноярский край;р. Енисей;Цинк;"3";"5";29;29;ПДК
202;2008-04-30;"04000000000";Красноярский край;р. Енисей;Нефть и нефтепродукты;"3";"1";48;48;ПДК
203;2008-04-30;"04000000000";Красноярский край;р. Енисей;Алюминий;"4";"2";13;13;ПДК
204;2008-04-30;"04000000000";Красноярский край;р. Обь;Марганец;"4";"1";41;41;ПДК
205;2008-04-30;"04000000000";Красноярский край;р. Обь;Алюминий;"4";"1";24;24;ПДК
206;2008-04-30;"37000000000";Курганская область;р. Обь;Марганец;"4";"3";44;44;ПДК
207;2008-04-30;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"3";34;34;ПДК
208;2008-04-30;"41000000000";Ленинградская область;малые реки, озера, водохранилища;ХПК;"";"2";15;15;ПДК
209;2008-04-30;"46000000000";Московская область;р. Волга;БПК5;"";"1";5;5;ПДК
210;2008-04-30;"46000000000";Московская область;р. Волга;Фосфаты;"4э";"1";16;16;ПДК
211;2008-04-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"16";26;26;ПДК
212;2008-04-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"4";17;17;ПДК
213;2008-04-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"4";20;20;ПДК
214;2008-04-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Аммоний-ион;"4";"1";11;11;ПДК
215;2008-04-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;БПК5;"";"1";8;8;ПДК
216;2008-04-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нефть и нефтепродукты;"3";"1";31;31;ПДК
217;2008-04-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";19;19;ПДК
218;2008-04-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"16";34;34;ПДК
219;2008-04-30;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";12;12;ПДК
220;2008-04-30;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"3";24;24;ПДК
221;2008-04-30;"52000000000";Омская область;р. Обь;Марганец;"4";"2";40;40;ПДК
222;2008-04-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"2";23;23;ПДК
223;2008-04-30;"56000000000";Пензенская область;р. Волга;Нитрит-ионы;"4э";"1";12;12;ПДК
224;2008-04-30;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"16";47;47;ПДК
225;2008-04-30;"57000000000";Пермский край;р. Волга;Марганец;"4";"3";44;44;ПДК
226;2008-04-30;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"1";22;22;ПДК
227;2008-04-30;"57000000000";Пермский край;р. Кама;Марганец;"4";"2";39;39;ПДК
228;2008-04-30;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.83;2.83;мг/л
229;2008-04-30;"05000000000";Приморский край;р. Амур;БПК5;"";"1";9;9;ПДК
230;2008-04-30;"05000000000";Приморский край;р. Амур;Фосфаты;"4э";"1";27;27;ПДК
231;2008-04-30;"80000000000";Республика Башкортостан;р. Волга;Медь;"3";"2";45;45;ПДК
232;2008-04-30;"81000000000";Республика Бурятия;р. Енисей;Фториды;"3";"1";20;20;ПДК
233;2008-04-30;"88000000000";Республика Марий Эл;р. Волга;Взвешенные вещества;"";"1";45.6;45.6;ПДК
234;2008-04-30;"98000000000";Республика Саха (Якутия);малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";16;16;ПДК
235;2008-04-30;"65000000000";Свердловская область;р. Волга;Марганец;"4";"1";36;36;ПДК
236;2008-04-30;"65000000000";Свердловская область;р. Волга;Взвешенные вещества;"";"12";37;37;ПДК
237;2008-04-30;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"1";12;12;ПДК
238;2008-04-30;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"28";49;49;ПДК
239;2008-04-30;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
240;2008-04-30;"65000000000";Свердловская область;р. Обь;Марганец;"4";"3";46;46;ПДК
241;2008-04-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"2";16;16;ПДК
242;2008-04-30;"71000000000";Тюменская область;р. Обь;Растворенный кислород;"";"2";2.58;2.58;мг/л
243;2008-04-30;"71000000000";Тюменская область;р. Обь;Нефть и нефтепродукты;"3";"2";45;45;ПДК
244;2008-04-30;"71000000000";Тюменская область;р. Обь;Марганец;"4";"7";46;46;ПДК
245;2008-04-30;"71000000000";Тюменская область;р. Обь;Нитрит-ионы;"4э";"3";14;14;ПДК
246;2008-04-30;"94000000000";Удмуртская Республика;р. Волга;Взвешенные вещества;"";"5";47;47;ПДК
247;2008-04-30;"08000000000";Хабаровский край;р. Амур;Фосфаты;"4э";"1";17;17;ПДК
248;2008-04-30;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"1";40;40;ПДК
249;2008-04-30;"75000000000";Челябинская область;р. Волга;Нефть и нефтепродукты;"3";"3";41;41;ПДК
250;2008-04-30;"75000000000";Челябинская область;р. Волга;Взвешенные вещества;"";"1";28;28;ПДК
251;2008-04-30;"75000000000";Челябинская область;р. Кама;Нефть и нефтепродукты;"3";"1";38;38;ПДК
252;2008-04-30;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"1";21;21;ПДК
253;2008-04-30;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";22;22;ПДК
254;2008-04-30;"75000000000";Челябинская область;р. Обь;Медь;"3";"1";48;48;ПДК
255;2008-04-30;"75000000000";Челябинская область;р. Обь;Нитрит-ионы;"4э";"2";13;13;ПДК
256;2008-05-31;"01000000000";Алтайский край;малые реки, озера, водохранилища;Аммоний-ион;"4";"2";15;37;ПДК
257;2008-05-31;"10000000000";Амурская область;р. Амур;Аммоний-ион;"4";"1";29;29;ПДК
258;2008-05-31;"10000000000";Амурская область;р. Амур;Марганец;"4";"1";46;46;ПДК
259;2008-05-31;"10000000000";Амурская область;р. Амур;БПК5;"";"1";5;5;ПДК
260;2008-05-31;"10000000000";Амурская область;р. Амур;Фосфаты;"4э";"1";38;38;ПДК
261;2008-05-31;"12000000000";Астраханская область;р. Волга;Ртуть;"1";"3";3;4;ПДК
262;2008-05-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";11;11;ПДК
263;2008-05-31;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";12;12;ПДК
264;2008-05-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";7;7;ПДК
265;2008-05-31;"25000000000";Иркутская область;р. Енисей;Формальдегид;"2";"1";3;3;ПДК
